auth_id,auth_name,auth_country,auth_date_birth 
354                                     ,Redemption City Church                                      ,Russian Federation            ,1989-05-13
355                                     ,Redemption Church                                           ,Germany                       ,1961-10-07
356                                     ,Redemption Church                                           ,Czech Republic                ,1982-03-11
357                                     ,Servants of Jesus Community                                 ,USA                           ,2012-06-02
358                                     ,Redeemer Church                                             ,Spain                         ,1992-09-15
359                                     ,"Church of the Redeemer (Anglican), Nashville TN             ",Canada                        ,1981-04-22
360                                     ,Gateway Church Liverpool                                    ,Korea (South)                 ,1955-07-09
361                                     ,First Lutheran Church of Galveston                          ,United Kingdom                ,1970-10-24
362                                     ,First Unitarian Universalist Society of San Francisco       ,El Salvador                   ,1963-05-01
363                                     ,Redeemer San Diego Sermons                                  ,Belgium                       ,2008-10-04
364                                     ,"Redeemer Presbyterian Church: Raleigh, NC                   ",Spain                         ,2004-01-09
365                                     ,Lyndel Hix                                                  ,Taiwan                        ,1985-08-18
366                                     ,Southview Alliance Church                                   ,Germany                       ,1974-01-02
367                                     ,Brian Kinlaw                                                ,Niger                         ,1996-08-15
368                                     ,Nick Rodgers                                                ,Spain                         ,1988-10-23
369                                     ,Josh Higgins                                                ,El Salvador                   ,1997-10-16
370                                     ,Dulal Chandra dasa                                          ,Afghanistan                   ,1994-11-30
371                                     ,Bill Bjorkman                                               ,Mexico                        ,1969-03-25
372                                     ,Chad Mondragon                                              ,France                        ,1956-06-12
373                                     ,Colby Martin                                                ,France                        ,1997-08-28
374                                     ,St. Martin de Porres Catholic Church                        ,Cambodia                      ,1955-07-10
375                                     ,First Baptist Church of Salinas                             ,Italy                         ,1992-01-02
376                                     ,Pastor Steve                                                ,Canada                        ,1994-08-06
377                                     ,J.L. Gill                                                   ,Turkey                        ,1984-02-02
378                                     ,Spruce Grove Alliance Church                                ,India                         ,2019-11-29
379                                     ,South-East Bendigo Presbyterian Church                      ,France                        ,1974-06-11
380                                     ,ShelbyChurch                                                ,Taiwan                        ,1950-04-04
381                                     ,                                                            ,Afghanistan                   ,1990-03-05
382                                     ,Pastor Lincoln Albrecht                                     ,France                        ,1951-04-06
383                                     ,River of Life Church                                        ,Brazil                        ,2005-03-10
384                                     ,MSC MultiMedia Department                                   ,Egypt                         ,2020-11-05
385                                     ,Brandon Jernigan                                            ,Finland                       ,1982-11-09
386                                     ,"St Andrew's Church, Oxshott                                 ",Finland                       ,1994-03-20
387                                     ,The Rock of Roseville                                       ,Korea (South)                 ,1972-09-18
388                                     ,Joel Krise                                                  ,Spain                         ,2012-05-13
389                                     ,Patrick Hegarty                                             ,France                        ,1989-07-12
390                                     ,Grace Christian Fellowship                                  ,Canada                        ,1959-09-21
391                                     ,Sheri O'Neal                                                ,Czech Republic                ,1982-03-21
392                                     ,Brian Michaels                                              ,Japan                         ,1983-02-14
393                                     ,Springdale Community Church                                 ,Poland                        ,1979-11-15
394                                     ,Sam Garcia                                                  ,Finland                       ,1983-08-06
395                                     ,Radio Maria Malawi                                          ,Poland                        ,2020-04-19
396                                     ,Rexdale Alliance Church                                     ,Czech Republic                ,1960-07-19
397                                     ,Jennifer Urezzio                                            ,France                        ,2001-08-12
398                                     ,Chapel City Church                                          ,France                        ,1965-04-22
399                                     ,Sermons – Calvary Chapel of the Oley Valley                 ,Afghanistan                   ,2021-10-22
400                                     ,River City Grace                                            ,Belgium                       ,1953-05-27
401                                     ,"River City Church, Smyrna, GA                               ",USA                           ,2008-01-13
402                                     ,Solid Rock Bible Church                                     ,Poland                        ,1951-02-08
403                                     ,                                                            ,Cambodia                      ,1987-10-20
404                                     ,                                                            ,Italy                         ,1989-11-22
405                                     ,Harbour City                                                ,Poland                        ,1960-05-29
406                                     ,Springbrook church of Christ                                ,Czech Republic                ,1981-06-12
407                                     ,Grace Communion International                               ,Russian Federation            ,1975-09-20
408                                     ,Iglesia Presbiteriana San Andrés Olivos-Centro-Brazo Norte  ,Ukraine                       ,2004-02-16
409                                     ,REVOLUTION Church | MIA                                     ,Finland                       ,1976-08-03
410                                     ,Robert Ohotto                                               ,Taiwan                        ,2013-06-19
411                                     ,Megan Tietz                                                 ,Finland                       ,1984-11-13
412                                     ,Bethlehem Covenant Church                                   ,Australia                     ,1977-10-27
413                                     ,Sierra Springs Church                                       ,Australia                     ,1976-02-27
414                                     ,Plymouth United Church                                      ,Canada                        ,1995-02-22
415                                     ,SouthCoast Church                                           ,Turkey                        ,1977-07-04
416                                     ,Equip Church International                                  ,USA                           ,2018-10-07
417                                     ,Green Lake Presbyterian Church                              ,Spain                         ,1958-11-30
418                                     ,Kevin Neuner                                                ,Japan                         ,1967-01-11
419                                     ,Sonshine Baptist Church                                     ,Austria                       ,1953-03-05
420                                     ,                                                            ,Taiwan                        ,2008-03-30
421                                     ,Risen Motherhood                                            ,Niger                         ,2020-09-28
422                                     ,Risen King Church                                           ,Korea (South)                 ,2017-01-29
423                                     ,Risen Hope Church                                           ,Cambodia                      ,1998-07-12
424                                     ,New Life Christian Centre (Croydon)                         ,Poland                        ,1970-09-14
425                                     ,Fr. Andrew Stephen Damick and Ancient Faith Radio           ,Australia                     ,1954-02-02
426                                     ,Seven Rivers Presbyterian Church                            ,Germany                       ,2018-07-19
427                                     ,Sovereign Grace Church of Springfield                       ,Belgium                       ,1976-08-08
428                                     ,Revival Life Church                                         ,Belgium                       ,1960-06-03
429                                     ,Riviera United Methodist Church                             ,India                         ,1970-08-08
430                                     ,Riverway Church                                             ,Egypt                         ,1963-11-18
431                                     ,Harbor Churches                                             ,Taiwan                        ,1953-04-04
432                                     ,Randy Tyler                                                 ,Japan                         ,1992-02-15
433                                     ,info@sermonaudio.com                                        ,Korea (South)                 ,1954-06-23
434                                     ,Southwestern Seminary Web Services                          ,Canada                        ,2015-07-13
435                                     ,Six78 Calvary                                               ,Russian Federation            ,1996-02-02
436                                     ,Dr. Shane Lewis                                             ,India                         ,1997-01-12
437                                     ,Raul Ries                                                   ,Italy                         ,2021-07-02
438                                     ,Ridgewood.Church                                            ,Austria                       ,1964-01-03
439                                     ,Riverside Church                                            ,Austria                       ,2000-01-07
440                                     ,Riverside Christian Reformed Church                         ,Spain                         ,1976-03-07
441                                     ,"Riverside Covenant Church -- West Lafayette, IN             ",Ukraine                       ,1992-05-19
442                                     ,South Butler Assembly of God                                ,Ukraine                       ,1992-09-03
443                                     ,SBCC                                                        ,Turkey                        ,2000-11-21
444                                     ,South Barwon Christian Reformed Church                      ,Spain                         ,1959-04-02
445                                     ,Solomon's Porch                                             ,Poland                        ,2009-06-15
446                                     ,Soma Church                                                 ,Niger                         ,1972-05-29
447                                     ,Rivers of Life Egypt                                        ,Taiwan                        ,1957-10-10
448                                     ,Riverbend Community Church                                  ,Taiwan                        ,1951-02-07
449                                     ,Kerry W. Sipe                                               ,Poland                        ,2020-09-11
450                                     ,Derek Gilbert                                               ,Russian Federation            ,1978-06-17
451                                     ,Vintage Church                                              ,United Kingdom                ,1973-11-05
452                                     ,Kevin Wolter                                                ,Belgium                       ,1969-03-01
453                                     ,Steve Hambrick                                              ,Germany                       ,2018-04-23
454                                     ,Kurt Jaros                                                  ,Belgium                       ,1968-11-19
455                                     ,Jeff Clark                                                  ,Turkey                        ,2000-06-27
456                                     ,Pastor Tom Vasquez                                          ,Cambodia                      ,1955-10-15
457                                     ,Trinity Anglican Church - Atlanta                           ,Australia                     ,1990-05-16
458                                     ,Mike Stevenson                                              ,Ukraine                       ,1993-10-18
459                                     ,Adam Starling  (Adam Starling)                              ,Belgium                       ,1999-06-25
460                                     ,Adam Christman and Jonathan McCormick                       ,Mexico                        ,1957-10-08
461                                     ,Trinity Presbyterian Church                                 ,USA                           ,1969-11-19
462                                     ,Trinity Mentor                                              ,USA                           ,1988-04-16
463                                     ,Stefan Schlogl                                              ,Turkey                        ,1998-02-14
464                                     ,Vineyard Community Church - Virginia Beach                  ,France                        ,1964-02-07
465                                     ,Vanderbloemen Search Group                                  ,Turkey                        ,2022-11-09
466                                     ,ScriptureLinks                                              ,Mexico                        ,2002-11-11
467                                     ,Homeschool On                                               ,Finland                       ,2009-01-11
468                                     ,Voice Of The Martyrs - Korea                                ,Belgium                       ,2003-04-01
469                                     ,The Voice of the LORD Broadcast                             ,Niger                         ,1977-01-04
470                                     ,WILLING VESSELS CHRISTIAN CENTER                            ,Belgium                       ,1996-06-28
471                                     ,ryan voncanon                                               ,United Kingdom                ,2001-07-25
472                                     ,Village Baptist Church                                      ,United Kingdom                ,1979-05-13
473                                     ,Trinity Evangelical Congregational Church                   ,Canada                        ,1975-02-08
474                                     ,Trinity Evangelical Church                                  ,Cambodia                      ,1961-09-12
475                                     ,Trinity Episcopal Church                                    ,Turkey                        ,2016-01-24
476                                     ,Chris Kelley                                                ,Belgium                       ,1984-01-13
477                                     ,SRVBC                                                       ,Niger                         ,1984-09-23
478                                     ,Valley Church                                               ,Poland                        ,1987-01-12
479                                     ,Saddleback Church                                           ,Spain                         ,1952-05-26
480                                     ,TruthCommunityChurch.org                                    ,Canada                        ,2021-01-11
481                                     ,Rev. B.T. Gilligan                                          ,Australia                     ,2010-07-13
482                                     ,First United Methodist Church                               ,Korea (South)                 ,1972-08-25
483                                     ,"First Baptist Church, Shawnee                               ",Korea (South)                 ,1962-07-13
484                                     ,FBC Walnut Ridge                                            ,Belgium                       ,1972-09-14
485                                     ,The Salvation Army of Spokane                               ,United Kingdom                ,1971-04-26
486                                     ,"Valley Christian Center, Dublin, CA                         ",Mexico                        ,1973-09-21
487                                     ,Sacred Stories                                              ,Japan                         ,1967-04-26
488                                     ,Elevate Church                                              ,Turkey                        ,1959-09-02
489                                     ,Vision Church South Leeds and Dewsbury                      ,Mexico                        ,1988-05-08
491                                     ,Sermons at First Unitarian Brooklyn                         ,Cambodia                      ,1979-07-23
492                                     ,Grace School of Theology                                    ,Belgium                       ,1956-04-23
493                                     ,Kevin Weatherby                                             ,El Salvador                   ,1957-02-25
494                                     ,Bridge Point Community Church                               ,Russian Federation            ,1971-02-01
495                                     ,St George's Holborn                                         ,Brazil                        ,1972-04-19
496                                     ,Second Christian Reformed Church                            ,Brazil                        ,1967-07-30
497                                     ,New Covenant Church                                         ,Russian Federation            ,1950-02-20
498                                     ,Frank Lucas                                                 ,Finland                       ,1983-01-02
499                                     ,The Parish of Dibden                                        ,Spain                         ,1976-11-18
500                                     ,Seattle Unity Church                                        ,Turkey                        ,1994-07-03
501                                     ,Pastor Robert Myallis                                       ,India                         ,1977-03-09
502                                     ,Grace Presbyterian Church                                   ,Ukraine                       ,1966-11-30
503                                     ,David Buchs                                                 ,Brazil                        ,1950-04-16
504                                     ,Seabold UMC                                                 ,Cambodia                      ,1950-04-29
505                                     ,                                                            ,Brazil                        ,2022-01-04
506                                     ,"Redeemer, Tucson                                            ",Turkey                        ,1998-06-08
507                                     ,                                                            ,Taiwan                        ,1955-10-28
508                                     ,Lucas Harriman                                              ,Argentina                     ,2009-01-24
509                                     ,Parish of Wisley with Pyrford                               ,Belgium                       ,2018-02-03
510                                     ,Gospel Fellowship of Sussex                                 ,Mexico                        ,1980-02-01
511                                     ,Stuttgart Missional Community Church                        ,Ukraine                       ,2014-04-08
512                                     ,Justin Gerhardt                                             ,Ukraine                       ,1995-09-20
513                                     ,Tim Westermeyer                                             ,Argentina                     ,1964-02-20
514                                     ,Pastor Heath Harris                                         ,Spain                         ,1987-11-17
515                                     ,Morgan Hill Bible Church                                    ,Ukraine                       ,1986-06-03
516                                     ,Mercy Hill Church                                           ,Afghanistan                   ,2018-01-21
517                                     ,mppccommunications@myersparkpres.org                        ,United Kingdom                ,1991-10-07
518                                     ,Brandon Barrett                                             ,Poland                        ,1956-06-05
519                                     ,Cedarville Church of the Nazarene                           ,Turkey                        ,2008-08-04
520                                     ,Radiant Winona                                              ,Turkey                        ,1954-01-11
521                                     ,Traders Point Student Ministry - Catalyst (Audio)           ,United Kingdom                ,1976-10-01
522                                     ,Rev. G. W. Fisher                                           ,India                         ,1978-03-02
523                                     ,Jan Oosthuizen                                              ,Argentina                     ,2001-05-11
524                                     ,Linda Kardamis                                              ,Austria                       ,2003-07-14
525                                     ,New Hope UMC                                                ,Finland                       ,1963-03-24
526                                     ,TC Apologetics                                              ,Italy                         ,1985-10-03
527                                     ,Creation Moments Inc.                                       ,Canada                        ,1989-01-16
528                                     ,The Church of God in Manchester                             ,Italy                         ,1967-02-15
529                                     ,                                                            ,Australia                     ,1951-02-23
530                                     ,"Trinity Baptist Church, Indio, CA                           ",Afghanistan                   ,2003-08-17
531                                     ,Joey Leuci                                                  ,Korea (South)                 ,2017-09-20
532                                     ,Trinity Baptist Church                                      ,United Kingdom                ,1974-04-07
533                                     ,BibleWayMedia                                               ,Mexico                        ,2017-09-10
534                                     ,Traders Point Christian Church (Spanish)                    ,Japan                         ,1951-05-03
535                                     ,Towering Oaks                                               ,Korea (South)                 ,1982-10-05
536                                     ,Russ Martin                                                 ,Australia                     ,1964-07-14
537                                     ,Tallin Country Church                                       ,France                        ,1996-07-15
538                                     ,Pastor Joey Suarez                                          ,Egypt                         ,2012-02-25
539                                     ,Trent Vineyard                                              ,Spain                         ,2014-10-30
540                                     ,Times Square Church                                         ,Italy                         ,2007-03-02
541                                     ,TSCNYC Media                                                ,Mexico                        ,2001-03-27
542                                     ,Rise Chapel                                                 ,Argentina                     ,1983-04-22
543                                     ,"Imago Dei Church | Peoria, IL                               ",United Kingdom                ,1961-06-24
544                                     ,Apostle Bryant                                              ,Germany                       ,1980-04-04
545                                     ,George Ippolito                                             ,Argentina                     ,1953-04-21
546                                     ,Dr. Larry Saunders                                          ,Finland                       ,2000-02-23
547                                     ,Rabbi Seth Goldstein                                        ,Japan                         ,1979-09-29
548                                     ,Associate Rabbi David Wein                                  ,Finland                       ,1972-11-01
549                                     ,God's Favourite House                                       ,Cambodia                      ,1993-06-24
550                                     ,Credence & Co.                                              ,USA                           ,1996-07-08
551                                     ,Committee of 70                                             ,Egypt                         ,1997-05-26
552                                     ,Cambridge 105 Radio                                         ,Austria                       ,1972-10-13
553                                     ,Andy Olsen                                                  ,Russian Federation            ,1951-09-21
554                                     ,4Pointes Church                                             ,Mexico                        ,1991-03-10
556                                     ,Hawaii Psychic                                              ,Mexico                        ,1964-02-04
557                                     ,John Musgrave                                               ,Finland                       ,1984-03-10
558                                     ,LifeWay Women                                               ,Belgium                       ,2012-03-20
559                                     ,YUTORAH.org                                                 ,Australia                     ,1997-05-10
560                                     ,The Brandeis School of San Francisco                        ,El Salvador                   ,1964-08-20
561                                     ,Your Network of Praise                                      ,Canada                        ,1965-07-11
562                                     ,Pam Barnhill                                                ,Cambodia                      ,1985-01-14
563                                     ,CBS News Radio                                              ,India                         ,1977-01-13
564                                     ,Office At KMS                                               ,Poland                        ,2022-08-10
565                                     ,Lisa Hendey                                                 ,Mexico                        ,2006-07-01
566                                     ,Kathy Buhl                                                  ,Spain                         ,1956-02-12
567                                     ,Office Administrator                                        ,Cambodia                      ,1989-02-14
568                                     ,Crossway                                                    ,Cambodia                      ,1961-06-13
569                                     ,Kyle Johnson                                                ,Russian Federation            ,1968-02-05
570                                     ,College Church                                              ,USA                           ,1964-06-25
571                                     ,Lenexa Baptist Church                                       ,Japan                         ,1975-04-19
572                                     ,Matt Lynn                                                   ,Cambodia                      ,2001-03-21
573                                     ,Agustin Vargas                                              ,Italy                         ,1971-06-08
574                                     ,Matt Higgins                                                ,Germany                       ,2019-03-14
575                                     ,Coffs Baptist Church                                        ,Argentina                     ,1981-06-19
576                                     ,LEGALISM                                                    ,Australia                     ,1953-05-30
577                                     ,JupiterFIRST Church                                         ,Germany                       ,1965-05-28
578                                     ,"Paula Jenkins, Life Coach, Blogger, Retreat Leader          ",France                        ,1969-03-13
579                                     ,Grace Church Orlando                                        ,Korea (South)                 ,1962-11-13
580                                     ,Grace Church Roseville                                      ,India                         ,1963-03-26
581                                     ,Christian Life Church                                       ,USA                           ,1950-06-10
582                                     ,Editor                                                      ,Egypt                         ,1987-08-23
583                                     ,John Davis                                                  ,Poland                        ,1964-08-22
584                                     ,Nathan Macey                                                ,Canada                        ,1994-10-28
585                                     ,Exodus Church Podcast Contact                               ,El Salvador                   ,2022-02-23
586                                     ,Excite Church                                               ,Austria                       ,2007-04-19
587                                     ,Citywide Baptist Church                                     ,Poland                        ,1955-08-13
588                                     ,Ken Whitten                                                 ,Korea (South)                 ,1978-08-12
589                                     ,Innovation Church                                           ,Afghanistan                   ,1967-10-23
590                                     ,Pastor Jeff Fain                                            ,India                         ,1956-11-20
591                                     ,Immanuel Anglican Church                                    ,Czech Republic                ,1991-09-10
592                                     ,Indiana Bible College                                       ,Spain                         ,2011-07-18
593                                     ,Arbol De Vida                                               ,Italy                         ,2019-09-18
594                                     ,Logan Hendrickson                                           ,Cambodia                      ,1950-08-25
595                                     ,Paul Mahler                                                 ,Taiwan                        ,1950-02-04
596                                     ,In Focus Church                                             ,Spain                         ,2017-08-07
597                                     ,iOM Radio Network - OMTimes                                 ,Australia                     ,2012-09-09
599                                     ,Ron Moore                                                   ,Japan                         ,1973-07-13
600                                     ,IONA Multimedia                                             ,Taiwan                        ,1987-03-14
601                                     ,Insight for Living Ministries                               ,Poland                        ,2016-09-24
602                                     ,Insidan                                                     ,Germany                       ,1987-09-26
603                                     ,Daniel Lyne                                                 ,Turkey                        ,2008-10-22
604                                     ,Cara Jones                                                  ,United Kingdom                ,1954-06-08
605                                     ,Ron Bigalke                                                 ,Italy                         ,1990-11-09
606                                     ,Santa Clara University's Jesuit School of Theology          ,Japan                         ,2013-06-22
607                                     ,Joyce Meyer                                                 ,Afghanistan                   ,1969-04-03
608                                     ,Grace Chapel @ FPCOC                                        ,Belgium                       ,1951-01-30
609                                     ,Four Brewers                                                ,France                        ,2002-04-01
610                                     ,JourneyChurch.tv                                            ,Afghanistan                   ,1987-01-27
611                                     ,Journey the Church Camarillo                                ,Czech Republic                ,1990-10-12
612                                     ,King's Cross Church                                         ,Australia                     ,1983-11-03
613                                     ,High Street UMC                                             ,Belgium                       ,2008-07-23
614                                     ,"Phil Le Cheminant, Freedom Church                           ",Finland                       ,1965-09-11
615                                     ,Freedom Destiny Church                                      ,Ukraine                       ,1972-03-16
616                                     ,Sermons                                                     ,Afghanistan                   ,1984-07-10
617                                     ,Elyse Fitzpatrick                                           ,Brazil                        ,2005-03-13
618                                     ,                                                            ,El Salvador                   ,1951-10-11
619                                     ,Frazer UMC                                                  ,Russian Federation            ,1956-09-26
620                                     ,Pastor Jeff Schreve                                         ,Japan                         ,1968-07-29
621                                     ,chad brooks                                                 ,Australia                     ,1988-10-14
622                                     ,Richard Caldwell Jr.                                        ,Czech Republic                ,2020-09-26
623                                     ,Fringe Radio Network                                        ,El Salvador                   ,1976-06-22
624                                     ,Bradley Webber                                              ,Czech Republic                ,1995-06-19
625                                     ,Florence Baptist Church                                     ,Turkey                        ,2006-04-02
626                                     ,Emmanuel Episcopal Church                                   ,Mexico                        ,1998-08-09
627                                     ,FPC                                                         ,India                         ,2010-02-08
628                                     ,Lara Sumera Samms/Mary Ashley Burton                        ,Turkey                        ,1956-10-12
629                                     ,Dr. Charles L. Owens                                        ,India                         ,2012-04-20
630                                     ,Dr. Johan van Wyk                                           ,Ukraine                       ,2003-05-16
631                                     ,Freeport Nazarene                                           ,Niger                         ,1976-07-01
632                                     ,Forest Lake Baptist Church                                  ,Italy                         ,1978-05-02
633                                     ,                                                            ,Czech Republic                ,2021-08-07
634                                     ,"First United Methodist Church, Baton Rouge                  ",Egypt                         ,2007-01-28
635                                     ,Journey Christian Church                                    ,Egypt                         ,1993-06-23
636                                     ,Reclaim Christian Church                                    ,El Salvador                   ,1958-05-22
637                                     ,Kirkwood Presbyterian Church                                ,Austria                       ,1974-01-20
638                                     ,                                                            ,Mexico                        ,2016-07-21
639                                     ,Journey: a church community                                 ,Niger                         ,2011-11-04
640                                     ,"First Baptist Scott City, MO                                ",Korea (South)                 ,1980-02-26
641                                     ,Faith Christian Center Podcast                              ,Cambodia                      ,2005-06-07
642                                     ,Faith Lutheran Church                                       ,Cambodia                      ,1976-06-16
643                                     ,Rick Probst & Dan Ratcliffe                                 ,Czech Republic                ,1976-03-17
644                                     ,Faith                                                       ,Canada                        ,2011-06-16
645                                     ,Pastor Matt Flanders                                        ,Ukraine                       ,1978-11-28
646                                     ,"Faith Baptist Church- Longmont, Colorado                    ",Canada                        ,1999-07-03
647                                     ,"Fellowship Church High Springs, FL                          ",Poland                        ,1965-10-07
648                                     ,                                                            ,United Kingdom                ,1957-06-05
649                                     ,Faith Baptist Church Misawa                                 ,Germany                       ,1995-04-17
650                                     ,Faith Lutheran Church                                       ,Canada                        ,1958-11-16
651                                     ,Faith Living Church                                         ,Niger                         ,1987-05-03
652                                     ,Michael Jarrell                                             ,Ukraine                       ,1999-02-06
653                                     ,Fellowship Bible Church Conway Arkansas                     ,Cambodia                      ,1966-08-19
654                                     ,Fellowship Baptist Church Audio                             ,Australia                     ,2003-03-09
655                                     ,FCF Nation                                                  ,USA                           ,1986-05-27
656                                     ,Anna Dickson                                                ,Mexico                        ,2022-08-10
657                                     ,Dr. Edward A. Taylor                                        ,Mexico                        ,1994-07-25
658                                     ,Faith Assembly Church                                       ,Korea (South)                 ,1978-03-09
659                                     ,Cliff J. Ravenscraft                                        ,Belgium                       ,2006-03-18
660                                     ,Family Fellowship of Greenville                             ,Russian Federation            ,1974-05-06
661                                     ,                                                            ,Niger                         ,2017-07-13
662                                     ,First Baptist Church of Jacksonville                        ,Belgium                       ,1956-03-21
663                                     ,First Baptist Church                                        ,Italy                         ,1956-01-09
665                                     ,The Canadian Council of Churches                            ,El Salvador                   ,1989-03-14
